text,metadata
"Title: 
""Yes. There are several downsides to this strategy: You aren't taking into account commissions. If you pay $5 each time you buy or sell a stock, you may greatly reduce or even eliminate any possible gains you would make from trading such small amounts. This next point sounds obvious, but remember that you pay a commission on every trade regardless of profit, so every trade you make that you make at a loss also costs you commissions. Even if you make trades that are profitable more often than not, if you make quite a few trades with small amounts like this, your commissions may eat away all of your profits. Commissions represent a fixed cost, so their effect on your gains decreases proportionally with the amount of money you place at risk in each trade. Since you're in the US, you're required to follow the SEC rules on pattern day trading. From that link, """"FINRA rules define a “pattern day trader” as any customer who executes four or more “day trades” within five business days, provided that the number of day trades represents more than six percent of the customer’s total trades in the margin account for that same five business day period."""" If you trip this rule, you'll be required to maintain $25,000 in a margin brokerage account. If you can't maintain the balance, your account will be locked. Don't forget about capital gains taxes. Since you're holding these securities for less than a year, your gains will be taxed at your ordinary income tax rates. You can deduct your capital losses too (assuming you don't repurchase the same security within 30 days, because in that case, the wash sale rule prevents you from deducting the loss), but it's important to think about gains and losses in real terms, not nominal terms. The story is different if you make these trades in a tax-sheltered account like an IRA, but the other problems still apply. You're implicitly assuming that the stock's prices are skewed in the positive direction. Remember that you have limit orders placed at the upper and lower bounds of the range, so if the stock price decreases before it increases, your limit order at the lower bound will be triggered and you'll trade at a loss. If you're hoping to make a profit through buying low and selling high, you want a stock that hits its upper bound before hitting the lower bound the majority of the time. Unless you have data analysis (not just your intuition or a pattern you've talked yourself into from looking at a chart) to back this up, you're essentially gambling that more often than not, the stock price will increase before it decreases. It's dangerous to use any strategy that you haven't backtested extensively. Find several months or years of historical data, either intra-day or daily data, depending on the time frame you're using to trade, and simulate your strategy exactly. This helps you determine the potential profitability of your strategy, and it also forces you to decide on a plan for precisely when you want to invest. Do you invest as soon as the stock trades in a range (which algorithms can determine far better than intuition)? It also helps you figure out how to manage your risk and how much loss you're willing to accept. For risk management, using limit orders is a start, but see my point above about positively skewed prices. Limit orders aren't enough. In general, if an active investment strategy seems like a """"no-brainer"""" or too good to be true, it's probably not viable. In general, as a retail investor, it's foolish to assume that no one else has thought of your simple active strategy to make easy money. I can promise you that someone has thought of it. Trading firms have quantitative researchers that are paid to think of and implement trading strategies all the time.  If it's viable at any scale, they'll probably already have utilized it and arbitraged away the potential for small traders to make significant gains. Trust me, you're not the first person who thought of using limit orders to make """"easy money"""" off volatile stocks. The fact that you're asking here and doing research before implementing this strategy, however, means that you're on the right track. It's always wise to research a strategy extensively before deploying it in the wild. To answer the question in your title, since it could be interpreted a little differently than the body of the question: No, there's nothing wrong with investing in volatile stocks, indexes, etc. I certainly do, and I'm sure many others on this site do as well. It's not the investing that gets you into trouble and costs you a lot of money; it's the rapid buying and selling and attempting to time the market that proves costly, which is what you're doing when you implicitly bet that the distribution of the stock's prices is positively skewed. To address the commission fee problem, assuming a fee of $8 per trade ... and a minimum of $100 profit per sale Commissions aren't your only problem, and counting on $100 profit per sale is a significant assumption. Look at point #4 above. Through your use of limit orders, you're making the implicit assumption that, more often than not, the price will trigger your upper limit order before your lower limit order. Here's a simple example; let's assume you have limit orders placed at +2 and -2 of your purchase price, and that triggering the limit order at +2 earns you $100 profit, while triggering the limit order at -2 incurs a loss of $100. Assume your commission is $5 on each trade.  If your upper limit order is triggered, you earn a profit of 100 - 10 = 90, then set up the same set of limit orders again. If your lower limit order is triggered this time, you incur a loss of 100 + 10 = 110, so your net gain is 90 - 110 = -20. This is a perfect example of why, when taking into account transaction costs, even strategies that at first glance seem profitable mathematically can actually fail.  If you set up the same situation again and incur a loss again (100 + 10 = 110), you're now down -20 - 110 = -130. To make a profit, you need to make two profitable trades, without incurring further losses.  This is why point #4 is so important. Whenever you trade, it's critical to completely understand the risk you're taking and the bet you're actually making, not just the bet you think you're making. Also, according to my """"algorithm"""" a sale only takes place once the stock rises by 1 or 2 points; otherwise the stock is held until it does. Does this mean you've removed the lower limit order? If yes, then you expose yourself to downside risk. What if the stock has traded within a range, then suddenly starts declining because of bad earnings reports or systemic risks (to name a few)? If you haven't removed the lower limit order, then point #4 still stands.  However, I never specified that the trades have to be done within the same day.  Let the investor open up 5 brokerage accounts at 5 different firms (for safeguarding against being labeled a """"Pattern Day Trader""""). Each account may only hold 1 security at any time, for the span of 1 business week. How do you control how long the security is held? You're using limit orders, which will be triggered when the stock price hits a certain level, regardless of when that happens. Maybe that will happen within a week, or maybe it will happen within the same day. Once again, the bet you're actually making is different from the bet you think you're making. Can you provide some algorithms or methods that do work for generating some extra cash on the side, aside from purchasing S&P 500 type index funds and waiting? When I purchase index funds, it's not to generate extra liquid cash on the side. I don't invest nearly enough to be able to purchase an index fund and earn substantial dividends. I don't want to get into any specific strategies because I'm not in the business of making investment recommendations, and I don't want to start. Furthermore, I don't think explicit investment recommendations are welcome here (unless it's describing why something is a bad idea), and I agree with that policy. I will make a couple of points, however. Understand your goals. Are you investing for retirement or a shorter horizon, e.g. some side income? You seem to know this already, but I include it for future readers.  If a strategy seems too good to be true, it probably is. Educate yourself before designing a strategy. Research fundamental analysis, different types of orders (e.g., so you fully understand that you don't have control over when limit orders are executed), different sectors of the market if that's where your interests lie, etc. Personally, I find some sectors fascinating, so researching them thoroughly allows me to make informed investment decisions as well as learn about something that interests me. Understand your limits. How much money are you willing to risk and possibly lose? Do you have a risk management strategy in place to prevent unexpected losses? What are the costs of the risk management itself? Backtest, backtest, backtest. Ideally your backtesting and simulating should be identical to actual market conditions and incorporate all transaction costs and a wide range of historical data. Get other opinions. Evaluate those opinions with the same critical eye as I and others have evaluated your proposed strategy.""",{'doc_id': '146632'}
"Title: 
""To add to MrChrister's answer:  Canada also has a Consumer Price Index (CPI) used to measure inflation that is distinct and separate from that maintained by the United States. There are differences in inflation between the U.S. and Canada because our currencies are different, and there may be different items in the """"basket"""" of goods that constitutes the index. You can find current information on the Canadian CPI at Statistics Canada, here: Latest release from the Consumer Price Index. Also, the Bank of Canada – our central bank – maintains a free online Inflation Calculator.  The BoC's inflation calculator is handy because you can enter a dollar amount for a past date and it will figure out what that would be in today's dollars.  For instance, $100 in 1970 dollars had the same purchasing power (under the CPI) as $561.76 in 2009 dollars! And you're right – if you get a salary increase that is less than the rate of inflation, then in theory you have lost purchasing power.  So, anybody really looking for a raise ought to make an effort to get more than the increase in CPI.  Of course, some employers are counting on you not knowing that, because any increase that's less than CPI is effectively a salary decrease; which could mean more profit for them, if they are able to increase their prices / revenues at inflation or better. Finally, consider that salary & wage increases also contribute to inflation!  Perhaps you've heard of the wage/price inflation spiral.  If you haven't, there's more on that here and here.""",{'doc_id': '147646'}
"Title: 
There actually are legitimate reasons, but they don't apply to most people.  Here are a few that I know of: You're self-employed and have to pay quarterly estimated taxes.  Rather than wait for the refund when you already have to pay 1/4 of next year's taxes at the same time, you just have the IRS apply to refund forward.  (so you're not out the money you owe while waiting for your refund). You're filing an amended or late return, and so you're already into the next year, and have a similar situation as #1, where your next year's taxes have already come due. You're planning on declaring bankruptcy, and you're under the Tenth Circuit, those credits might be safe from creditors For almost any other situation, you're better off taking the money, and using it to pay down debt, or put it somewhere to make interest (although, at the current rates, that might not be very much).",{'doc_id': '147765'}
"Title: 
""Appreciation of a Capital Asset is a Capital Gain.   In the United States, Capital Gains get favorable tax treatment after being held for 12 months. From the IRS newsroom: Capital gains and losses are   classified as long-term or short-term,   depending on how long you hold the   property before you sell it. If you   hold it more than one year, your   capital gain or loss is long-term. If   you hold it one year or less, your   capital gain or loss is short-term. The tax rates that apply to net   capital gain are generally lower than   the tax rates that apply to other   income. For 2009, the maximum capital   gains rate for most people is15%. For   lower-income individuals, the rate may   be 0% on some or all of the net   capital gain. Special types of net   capital gain can be taxed at 25% or   28%. The IRS defines a Capital Asset as """"most property you own"""" with a list of exclusions found in Schedule D Instructions.  None of the exclusions listed relate to Bond ETFs.""",{'doc_id': '149305'}
"Title: 
I see two advantages to not paying student loan debt off more quickly: For #1, however, there are plenty of other ways to build credit and I don't see this as being worth the downsides of not paying off the debt more quickly. In fact, in the United States student loan debt cannot be written off if you go bankrupt. This is important to know and understand. I would generally advise you to pay down your student loans as quickly as you can reasonably do so.",{'doc_id': '149500'}
"Title: 
""We will bill our clients periodically and will get paid monthly. Who are """"we""""? If you're not employed - you're not the one doing the work or billing the client. Would IRS care about this or this should be something written in the   policy of our company. For example: """"Every two months profits get   divided 50/50"""" They won't. S-Corp is a pass-through entity. We plan to use Schedule K when filing taxes for 2015. I've never filled a schedule K before, will the profit distributions be reflected on this form? Yes, that is what it is for. We might need extra help in 2015, so we plan to hire an additional   employee (who will not be a shareholder). Will our tax liability go   down by doing this? Down in what sense? Payroll is deductible, if that's what you mean.  Are there certain other things that should be kept in mind to reduce the tax liability? Yes. Getting a proper tax adviser (EA/CPA licensed in your State) to explain to you what S-Corp is, how it works, how payroll works, how owner-shareholder is taxed etc etc.""",{'doc_id': '150219'}
"Title: 
Here's another way to think about.  Let's assume it is 2011 and we have a married couple who are 25 and make a combined salary of $50,000/yr net.  A suitable first house in their area is $300,000, six times their annual net salary.  Assuming they could scrimp so that 1/2 of take-home went toward saving for their home, they could save enough to buy the house using cash in 12 years, at the age of 37.  Onerous, but they could do it. But now let's allow salaries to increase by 3% a year and homes at 10%/yr, as in your question, and let's run things out for 20 years. Now a 25 year old couple at the same sort of jobs would be making $87,675/yr.  But the houses in that town would be worth not $300k but $1,834,772.  Instead of six times their salary, a house is now nearly 21 times their salary.  This means that if they saved 1/2 of take-home to save up for a house, they could afford to buy the house using cash when they were 67 years old. It gets worse quickly.  If you run it out for just ten more years, to 30 years, a couple would be able to buy the house -- at $4.8 million or 40x a year's salary -- in cash when they were 105 years old.  (Let's hope they ate brown rice). Mortgages can't save them, since even if they could put down ten years' worth of savings on the 2041 house (that'd be 14% down), they'd still carry a $4.1 million mortgage with a $118k annual net salary.",{'doc_id': '151774'}
"Title: 
Its best to dollar cost average adding say 5%-10% a quarter into the fund. That's what Clark Howard would suggest.  Also make sure you do not need the money for 5 years, then you should be okay.   Its tough to lose money if you keep your money there for a long period of time.",{'doc_id': '153178'}
"Title: 
A lower Price/Book Value means company is undervalued. It could also mean something horribly wrong. While it may look like a good deal, remember;",{'doc_id': '154725'}
"Title: 
""There is not a special rate for short-term capital gains.  Only long-term gains have a special rate.  Short-term gains are taxed at your ordinary-income rate (see here).  Hence if you're in the 25% bracket, your short-term gain would be taxed at 25%.  The IRA withdrawal, as you already mentioned, would be taxed at 25%, plus a 10% penalty, for 35% total.  Thus the bite on the IRA withdrawal is larger than that on a non-IRA withdrawal. As for the estimated tax issue, I don't think there will be a significant difference there.  The reason is that (traditional) IRA withdrawals count as ordinary taxable income (see here).  This means that, when you withdraw the funds from your IRA, you will increase your income.  If that increase pushes you too far beyond what your withholding is accounting for, then you owe estimated tax.  In other words, whether you get the money by selling stocks in a taxable account or by withdrawing them from an IRA, you still increase your taxable income, and thus potentially expose yourself to the estimated tax obligation. (In fact, there may be a difference.  As you note, you will pay tax at the capital gains rate on gains from selling in a taxable account.  But if you sell the stocks inside the IRA and withdraw, that is ordinary income.  However, since ordinary income is taxed at a higher rate than long-term capital gains, you will potentially pay more tax on the IRA withdrawal, since it will be taxed at the higher rate, if your gains are long-term rather than short term.  This is doubly true if you withdraw early, incurring the extra 10% penalty.  See this question for some more discussion of this issue.) In addition, I think you may be somewhat misunderstanding the nature of estimated tax.  The IRS will not """"ask"""" you for a quarterly estimated tax when you sell stock.  The IRS does not monitor your activity and send you a bill each quarter.  They may indeed check whether your reported income jibes with info they received from your bank, etc., but they'll still do that regardless of whether you got that income by selling in a taxable account or withdrawing money from an IRA, because both of those increase your taxable income. Quarterly estimated tax is not an extra tax; it is just you paying your normal income tax over the course of the year instead of all at once.  If your withholdings will not cover enough of your tax liability, you must figure that out yourself and pay the estimated tax (see here); if you don't do so, you may be assessed a penalty.  It doesn't matter how you got the money; if your taxable income is too high relative to your withheld tax, then you have to pay the estimated tax.  Typically tax will be withheld from your IRA distribution, but if it's not withheld, you'll still owe it as estimated tax.""",{'doc_id': '155053'}
"Title: 
That is the standard set by most securities exchanges: T+3 : trades complete three days after the bargain has been struck.",{'doc_id': '156029'}
"Title: 
""Extrinsic value is not a factor with respect to gold.  Intrinsic value by definition is the natural value of a commodity set by the market -- extrinsic value is externally set. The """"extrinsic"""" value of gold in the United States is $50/oz. If the market value of gold fell below $50/oz, a US American Eagle coin would be worth $50 in the US. If you take away the attributes that make a commodity valuable, the value drops. Substitutes of equal or better quality for most industrial or other uses of gold exist, so if if the popularity of gold declines, or if the hoarders of gold have to liquidate, it's value will diminish. I have no idea what that value would be, but it would set by the market demand for gold jewelry and other valuable industrial uses.""",{'doc_id': '156211'}
"Title: 
Pre-Enron many companies forced the 401K match to be in company shares. That is no longer allowed becasue of changes in the law. Therefore most employees have only a small minority of their retirement savings in company shares. I know the ESOP and 401K aren't the same, but in my company every year the number of participants in the company stock purchase program decreases. The small number of participants and the small portion of their new retirement funds being in company shares would mean this spike in volume would be very small.  The ESOP plan for my employer takes money each paycheck, then purchases the shares once a quarter. This delay would allow them to manage the purchases better. I know with a previous employer most ESOP participants only held the shares for the minimum time, thus providing a steady steam of shares being sold.",{'doc_id': '156358'}
"Title: 
Borrow the overpriced bond promising to repay the lender $1000 in one year.  Sell the bond immediately for $960.  Put $952.38 in the bank where the it will gain enough to be worth $1000 in one year.  You have +$7.62 immediate cash flow.  In one year repay the bond lender with the $1000 from the bank.",{'doc_id': '158363'}
"Title: 
""The refund may offset your liability for the next year, especially if you are a Schedule """"C"""" filer.  By having your refund applied to the coming year's taxes you are building a 'protection' against a potentially high liability if you were planning to sell a building that was a commercial building and would have Capital Gains. Or you sold stock at a profit that would also put you in the Capital Gain area.  You won a large sum in a lottery, the refund could cushion a bit of the tax. In short, if you think you will have a tax liability in the current year then on the tax return you are filing for the year that just past, it may be to your benefit to apply the refund.  If you owe money  from a prior year, the refund will not be sent to you so you will not be able to roll it forward.    One specific example is you did qualify in the prior year for the ACA.  If in the year you are currently in- before you file your taxes-- you realize that you will have to pay at the end of the current year, then assigning your refund will pay part or all of the liability. Keep in mind that the 'tax' imposed due to ACA is only collected from your refunds.  If you keep having a liability to pay  or have no refunds due to you, the liability is not collected from you.""",{'doc_id': '159880'}
"Title: 
""It may be the case that some of your debts have a flat regular fee in addition to the interest, which will go away when the debt is completely paid. For example, my mortgage has an approximately $400/year """"package fee"""" as well as its (quite low) interest. When I finish paying the mortgage, I won't have to pay that fee anymore, so it is theoretically possible that spending extra money on paying off my mortgage would be better than spending it on paying off some other debt. I think it's unlikely that it would actually ever be my optimal move in practice, but the point is, there may be an advantage, financial or otherwise, to getting rid of a particular debt, other than merely removing the burden of interest. Those are special situations, though, and in the majority of cases, starting with the highest interest loan will be the right move.""",{'doc_id': '160193'}
"Title: 
It's going to depend entirely on your tax situation, its complexity, and your willingness/interest in dealing with tax filings.  Personally I find that not only do I not enjoy dealing with figuring out my taxes, but I don't know even a fraction of the possible deductions available and all the clever ways to leverage them.  Plus the tax code is changing constantly and staying on top of that is not something I'm ever going to attempt. I am of the philosophy that it is my duty to pay only the absolute minimum tax legally required, and to utilize every possible exemption, deduction, credit, etc. that is available to me.  Plus my business activities are a bit on the non-traditional side so it requires some unorthodox thinking at times.  For me, a trained professional is the only way to go.  What it costs me, I way more than make up in savings on my tax bill.  I also go out of my way to never get a refund because if I get one, it just means I gave the government a free loan. The last time I computed my own taxes (used TurboTax if memory serves) was I think in the late 90s.",{'doc_id': '160301'}
"Title: 
Sounds like baloney to me. HELOCs are variable rate, so you are paying down the principal of a fixed rate loan with a variable rate loan. If you want to pay the mortgage down faster, make two half payments per month, and/or add a little extra to each payment (make sure with the bank that any extra will automatically go to principal).",{'doc_id': '160932'}
"Title: 
In addition to George Marian's excellent advice, I'll add that if you're hitting the limits on IRA contributions, then you'd go back to your 401(k). So, put enough into your 401(k) to get the match, then max out IRA contributions to give you access to more and better investment options, then go back to your 401(k) until you top that out as well, assuming you have that much available to invest for retirement.",{'doc_id': '163834'}
"Title: 
""Fail? What is the standard? If you include the base case of keeping your money under a mattress, then you only have to earn a $1 over your lifetime of investing to not fail. What about making more by investing when compared to keeping money in a checking or savings account? How could 90% of investors fail to achieve these standards? Update: with the hint from the OP to google """"90% investors lose their money"""" it is clear that """"experts"""" on complex trading systems are claiming that the 90% of the people that try similar systems, fail to make money. Therefore try their system, for a fee. The statements are being made by people who have what should be an obvious bias.""",{'doc_id': '167950'}
"Title: 
The interest accrues daily based on the amount you owe.  The less you owe the less the daily interest accrual.  The faster you pay it off the less you pay in the lifetime of the loan.  You are losing money if you bank money rather than applying it to the loan immediately.  Since student loans cannot be declared in bankruptcy and interest rates cannot be refinanced, or are nonnegotiable, then you should consider your student loan a priority in case your employment/income runs into problems.",{'doc_id': '169688'}
"Title: 
@Pete B.'s answer is good, but there's an important note to consider for tax purposes.  It's too large for a comment, so I'm adding it as an answer. And that is: you cannot claim the property as a rental property under certain conditions.  This affects things like claiming mortgage interest (which you don't have), and depreciation in value (which a rental is allowed). See IRS topic 415 for details, but I've included an important excerpt below with emphasis added: If you rent a dwelling unit to others that you also use as a residence, limitations may apply to the rental expenses you can deduct. You're considered to use a dwelling unit as a residence if you use it for personal purposes during the tax year for more than the greater of:  ...   A day of personal use of a dwelling unit is any day that it's used by: Talk to a tax accountant to better understand the ramifications of this, but it's worth noting that you can't just rent it to her for a paltry sum and be able to take tax advantages from this arrangement.",{'doc_id': '169824'}
"Title: 
Assuming that a person has good financial discipline and is generally responsible with spending, I think that having a few hundred or thousand dollars extra of available credit is usually worth more to that person for the choice/flexibility it provides in unforeseen circumstance, versus the relatively minor hit that could be taken to their credit score.",{'doc_id': '170204'}
"Title: 
""Read the terms carefully.  With promotional offers, if you do anything """"bad"""", the promotion is terminated and you immediately revert to either your normal rate or a penalty rate. """"Bad"""" includes things like: making a late payment, going over your limit, paying less than the minimum payment, etc. I wouldn't sweat the potential credit score impacts. These promotions are pretty much the best deals that you can get for an unsecured loan.""",{'doc_id': '172128'}
"Title: 
There are banks and credit unions that don't charge fee for incoming wire transfer. You most likely won't get that from big brick and mortar banks like BofA, Citi but if you are doing it regularly, using another bank that offers it free would save you a lot. Since ACH are free, you can transfer money between those banks to your regular bank (e.g. BofA) for free. There would be delay involved in this process due to additional ACH. You could also use one these banks as your primary bank to avoid that delay. Credit unions are also generally fee friendly and many would offer free incoming wire transfer. However you are limited to what is available to you as all of them would have some membership criteria.",{'doc_id': '175524'}
"Title: 
""There are a great number of financial obligations that should be considered more urgent than student loan debt.  I'll go ahead and assume that the ones that can land people in jail aren't an issue (unpaid fines, back taxes, etc.). I cannot stress this enough, so I'll say it again: setting money aside for emergencies is so much more important than paying off student loans.  I've seen people refer to saving as """"paying yourself"""" if that helps justify it in your mind.  My wife and I chose to aggressively pay down debt we had stupidly accrued during college, and I got completely blindsided by a layoff during the downturn.  Guess what happened to all those credit cards we'd paid off and almost paid off?  Guess what happened to my 401k? If all we had left were student loans, then I still wouldn't prioritize paying those off.  There are income limits to Roth IRAs, so if you're in a field where you'll eventually make too much to contribute, then you'll lose that opportunity forever.  If you're young and you don't feel like learning too much about investing, plop 100% of your contributions into the low-fee S&P 500 index fund and forget it until you get closer to retirement.  Don't get suckered into their high-fee """"Retirement 20XX"""" managed funds. Anyway, sure, if you have at least three months of income replacement in savings, have maximized your employer 401k match, have maximized your Roth IRA contributions for the year, and have no other higher interest debt, then go ahead and knock out those student loans.""",{'doc_id': '176498'}
"Title: 
This depends completely on your investing goals. Typically when saving for retirement younger investors aim for a more volatile and aggressive portfolio but diversify their portfolio with more cautious stocks/bonds as they near retirement. In other words, the volatility that owning a single stock brings may be in line with your goals if you can shoulder the risk.",{'doc_id': '179328'}
"Title: 
""The title of your question is quite different then the content.  The term """"Rat Race"""" was coined in the 70's and refers to the endless cycle of working hard to consume more.  Fortunately it is very easy not to participate in the cycle and probably will lead to more happiness.  Just because one """"works"""" does not mean they are participating in the """"rat race"""", and I would recommend the following: When I think of """"rat race"""" I picture a a bumper-to-bumper freeway of people struggling to get to work.  For others it might be different, but that kind of rat race is easily avoided by the multitude of remote work opportunities.  Some jobs allow you to work anywhere in the world. Avoiding the rugged consumerism also helps avoid the feelings of being a rat on the wheel.  Sure one can like nice things, but do we have to have everything that Madison Ave is trying to sell us?  No.  Pick some nice things and pay cash. Debt, especially consumer debt, causes a person (in effect) to work for a bank.  Avoiding debt will remove those feelings. Saving and investing also helps avoid those feelings.  There is profound satisfaction in watching ones account balances grow.  Once you see that your investment earnings can outpace your expenses, and then your salary you really feel like you are getting ahead.      Above all else giving is a paramount and often overlooked part of a person's financial life.  It causes one to be humble and recognize that most people, in this world, are less fortunate that us.  It avoids runaway provide that justifies purchases that we cannot afford.   So yea you can avoid the """"Rat Race"""" and still work.""",{'doc_id': '183869'}
"Title: 
I would buy an ETF (or maybe a couple) in stable, blue chip companies with a decent yield (~3%) and then I'd play a conservative covered call strategy on the stock selling a new position about once a month. That's just me.",{'doc_id': '187404'}
"Title: 
Not-very-serious companies always try to reduce your pretended salary. This also happens in Argentina. My advice is to look for another opportunity because you have to take into account that if you join the company this will happen again; for example, in the future, they may lowball you on raises.",{'doc_id': '191977'}
"Title: 
You might want to talk with your financial planner about any or all of the following: as well as Some of these offer the guarantee of a minimal amount of interest, as well as the ability to take a loan out against the cash value, without lapsing the policy.  They may also offer certain tax advantages depending upon your jurisdiction and situation.",{'doc_id': '193459'}
"Title: 
Something to consider is how do you want to handle fractional shares. Most open-end funds can easily go to fractional shares to that if you want to invest $500 in a fund each month, it is a relatively easy transaction where some shares will be fractional and handled easily. An ETF may not always work that way unless you go through something like Sharebuilder that would allow the fractional shares as if the ETF is trading at $150/share, you could buy 3 shares but still have $50 that you want to invest but can't as stocks trade in whole share numbers usually. This is without adding brokerage commissions. Depending on the broker, re-investing dividends may or may not be that simple as fractional shares could be a problem since those 3 shares aren't likely to have enough of a dividend to equal another share being bought with the proceeds. If you want the flexibility of stop and limit orders then the ETF may make more sense while the open-end fund is simply to invest whole dollar amounts that then lead to fractional shares. Don't forget to factor in minimums and other stuff as VFIAX may have a bit of a minimum to it as well as possible fees that could be annoying as I remember VFINX having some account maintenance fees that were a bit irksome back in the day that may still be around in some cases so be sure to read the fine print on things.",{'doc_id': '195191'}
"Title: 
In a perfect market, share prices are by definition a perfect reflection of the true value of a share. Hence, you always get $10 for a share that's worth that much. In reality, the market is imperfect. Prices are somewhat of an average of all different estimates, and there's a cost-of-trading margin between sales and buy prices. Hence, in a perfect market it doesn't matter whether you have a stop loss order at $9.00. That just trades your stock worth $9 for cash worth the same $9. In an imperfect market, that trade nets you less. Furthermore, is risk a linear function of money? Perhaps not, if you bought on margin, need to lend extra and your interest rate increases with the extra credit demand.",{'doc_id': '196304'}
"Title: 
Not a financially sound decision in my humble opinion. Basically, you are prepaying your taxes and the only reason you want to do that is if you don't have the discipine to save that money for when it is time to pay next year (assuming you will have to).",{'doc_id': '196423'}
"Title: 
In my experience of doing software development for a little longer than I care to remember, salaries are always assumed to be negotiable. I know you said you don't like haggling (a lot of people don't) but you'll have to get used to that and you might have to be a little more flexible. Being able to negotiate something as important as your salary is a very important skill. That said, there might be several reasons why they're not willing to offer more: Here's what I would do:",{'doc_id': '197052'}
"Title: 
As far as i understand the big companies on the stock markets have automated processes that sit VERY close to the stock feeds and continually processes these with the intention of identifying an opportunity to take multiple small lots and buy/sell them as a big lot or vice/versa and do this before a buy or sell completes, thus enabling them to intercept the trade and make a small profit on the delta. With enough of these small gains on enough shares they make big profits and with near zero chance of losing.",{'doc_id': '197839'}
"Title: 
Definitely not.  You are too young.  Let me explain: Your money will be locked up for at least 40 years, and you will have to navigate some really quirky and trap-laden rules in order to get money for simple things.  Let's say you want to buy a house.  You won't be able to leverage the 401K for that.  College Tuition?  Limits. Your money is locked in and you may get some match, but that assumes your smartest decision at your age is to save money for retirement.  At your age, you should be investing in your career, and that requires cash at hand.  If you want to withdraw early you pay more of a penalty than just the tax rate.   Put differently: investing in your human capital, at a young age, can yield stronger results than just squirreling money.  I'd say don't worry until you are 30. BTW: I'm 24 now.  I used to save money in a 401K for a few months, before I understood the rules.  Since then, I decided against 401K and just saved the money in a bank.  After a few years, I had enough to start my business :)  the 401K couldn't give me that opportunity. Further Explanation: I am in the NYC area.  Many of my friends and I had to decide between living in manhattan or choosing to live in the outer boroughs or NJ.  One thing I noticed was that, while the people in manhattan were burning much more money (to the tune of 1500 per month), they were actually much more productive and were promoted more often.  Having lived in brooklyn and in manhattan, even though it is less expensive, you actually lose at least an hour a day thanks to the commute (and have to deal with crap like the 6 train).  Personally, after moving in, I invested the extra time in myself (i.e. sleeping more, working longer hours, side projects).  Now, when all is said and done, the people who decided to invest in themselves in the short term are financially more secure (both job-wise and economically, thanks to a few bonus cycles) than those who decided to save on rent and put it in a 401K. As far as the traps are concerned, my dad tried to take out a student loan and was denied thanks to a Vanguard quirk which didnt allow more than 50K to be borrowed (even though the account had over 500K to begin with).",{'doc_id': '199970'}
"Title: 
Withdraw your savings as cash and stuff them into your mattress? Less flippantly, would the fees for a safe deposit box at a bank big enough to hold CHF 250'000 be less than the negative interest rate that you'd be penalized with if you kept your money in a normal account?",{'doc_id': '200690'}
"Title: 
Nope, take the match.  I cannot see not taking the match unless you don't have enough money to cover the bills. Every situation is different of course, and if the option is to missing minimum payments or other bills in order to get the match, make your payments.  But in all other circumstances, take the match. My reasoning is, it is hard enough to earn money so take every chance you can.  If you save for retirement in the process, all the better.",{'doc_id': '202768'}
"Title: 
With 10% return over three years, depositing $900 each month, in three years $34,039.30.  Re. downvote. I guess this is too brief and without explanation, but I was rushing.  If you want further explanation of how this is calculated check the link already posted by JoeTaxpayer, and have a look at the formula for continuously compounded return.  Also, try out the numbers in the simplified example below yourself.  E.g.  Addendum mhoran_psprep has pointed out that I didn't read the OP's post closely enough.  With rolling investments the total return will be:  Where n is the month number i.e. 36, 37, etc.",{'doc_id': '203091'}
"Title: 
50 (dollars, Euros?) is a very small amount to invest. The first time I ever bought stock I picked a winner. It went up by about 40% in the first few months. I sold it and lost money. How? I only bought 10 shares at $7.50 each. The profit was less than the two commissions for buying and selling (about $17 a piece). If you are thinking of buying individual stocks, You simply need to save up more money before it will be practical. If you are not trying to beat the market, which is probably not something an amateur like you or I should attempt, then you should consider low cost index funds. I have money in mutual funds, some of which, have as low as a $100 minimum investment. I have moved entirely away from picking stocks. It was a good experience and I could afford to lose the money, but as a long term strategy, it just was not working for me. Note: This is coming from an American. If this somehow does not apply in Europe...",{'doc_id': '208165'}
"Title: 
This was answered wonderfully in a recent Planet Money podcast:  Why Gold?.  Here are some higlights of gold: If listening to podcasts isn't your thing, read this summary.",{'doc_id': '209804'}
"Title: 
""FDIC is backed by the """"full faith and credit of the USA.""""  Well, if the USA defaults, the full faith and credit of the USA would in my mind be worthless, thus, so would FDIC.""",{'doc_id': '210759'}
"Title: 
""On reflection there are financial products that do what you want, whole-life insurance policies that guarantee an annual dividend calculation on some index with a ceiling and floor.  So you will have a return within a defined minimum and maximum range.   There are a lot of opinions on the internet on this.  This Consumer Reports article is balanced These have a reputation for being bad for the consumer compared to buying term life and investing in a mutual fund separately, but if you want the guarantee (or are a """"moral hazard"""" for a life insurance policy, closer to death than you appear on paper) it may be a product for you.   If you're very wealthy, there is an estate tax exploit in insurance death benefits that can make this an exceptional shield on assets for your heirs, with the market return just the gravy.""",{'doc_id': '211622'}
