text,metadata
"Posted in Wikinut Health Diet & Nutrition. Groundnuts, also known as peanuts, are considered a very healthy snack. Throughout the world, they are known for their nutritional value and health benefits. Peanuts or groundnuts are among the most common oil-seeds, since time immemorial. ",{'doc_id': '138_7'}
"Groundnuts are a staple food in many developing countries. Also called peanuts, groundnuts are a protein rich tuber that grows well in semi-arid regions. There are two main types of groundnuts: the American groundnut (Arachis hypogaea), and the African groundnut, the Bambara nut (Voandzeia subterranea). Both are grown in Western Africa as a protein source. Groundnuts also contain sufficient quantities of carbohydrates and fats. Groundnuts are often grown by small farm holders and is considered a woman's crop in Western Africa. This web page provides information on groundnut production programs in Africa. It focuses on how to mobilize women agricultural groups and can be used as an intial resource on groundnuts.",{'doc_id': '138_8'}
"The average heart beats 80-100 beats per minute at rest. Therefore in a year it would be 42,048,000 - 52,560,000 just at rest. That amount would be increased depending on the amount of exercise that person does. The heart beats about 100,000 times a day, on average.   Generally, the heart beats around 70 times per minutes, or just over 4,000 times per hour. (70 x 60 = 4,200) In a f … ull day, that is about 100,000 beats.",{'doc_id': '139_0'}
"1 Your heart beats about 100,000 times in one day and about 35 million times in a year. 2  During an average lifetime, the human heart will beat more than 2.5 billion times. 3  Give a tennis ball a good, hard squeeze. 4  You're using about the same amount of force your heart uses to pump blood out to the body. 1 Hold out your hand and make a fist. 2  If you're a kid, your heart is about the same size as your fist, and if you're an adult, it's about the same size as two fists. 3  Your heart beats about 100,000 times in one day and about 35 million times in a year.",{'doc_id': '139_1'}
"A normal resting heart rate for adults ranges from 60 to 100 beats a minute. Generally, a lower heart rate at rest implies more efficient heart function and better cardiovascular fitness. For example, a well-trained athlete might have a normal resting heart rate closer to 40 beats a minute. ",{'doc_id': '139_2'}
"For adults 18 and older, a normal resting heart rate is between 60 and 100 beats per minute (bpm), depending on the person’s physical condition and age. For children ages 6 to 15, the normal resting heart rate is between 70 and 100 bpm, according to the AHA. A person's target heart rate zone is between 50 percent and 85 percent of his or her maximum heart rate, according to the AHA. Most commonly, maximum heart rate is calculate by subtracting your age from 220: 1  220 - Age. 2  For a 30-year-old person, for example: 220 - 30 = 190.",{'doc_id': '139_3'}
Here are some key points about heart and pulse rate. More detail and supporting information is in the main article. 1  Your heart rate is the number of times per minute that the heart beats. 2  Heart rate rises significantly in response to adrenaline if a person is frightened or surprised. 3  Taking a person's pulse is a direct measure of heart rate. 1 A normal adult resting heart beat is between 60-100 heartbeats per minute. 2  Some experienced athletes may see their resting heartrate fall below 60 beats per minute. 3  Tachycardia refers to the heart beating too fast at rest-over 10,{'doc_id': '139_4'}
"1 If you're a kid, your heart is about the same size as your fist, and if you're an adult, it's about the same size as two fists. 2  Your heart beats about 100,000 times in one day and about 35 million times in a year. 3  During an average lifetime, the human heart will beat more than 2.5 billion times. 1 Hold out your hand and make a fist. 2  If you're a kid, your heart is about the same size as your fist, and if you're an adult, it's about the same size as two fists. 3  Your heart beats about 100,000 times in one day and about 35 million times in a year.",{'doc_id': '139_5'}
1 Your heart rate is the number of times per minute that the heart beats. 2  Heart rate rises significantly in response to adrenaline if a person is frightened or surprised. 3  Taking a person's pulse is a direct measure of heart rate. 1 A normal adult resting heart beat is between 60-100 heartbeats per minute. 2  Some experienced athletes may see their resting heartrate fall below 60 beats per minute. 3  Tachycardia refers to the heart beating too fast at rest-over 10,{'doc_id': '139_6'}
"The heart beats normally around 35-40 000 000 times a year in normal conditions. (70 beat/minute) If you then also calculate (for a normal active person) 200 hours of workout … during a year whit raising of the heart beat up to 180 times a minute you can easily pass 50 million heart beats a year. The heart has a capability of beating 70 millions times in one year. The heart beats about 100,000 times a day, on average.   Generally, the heart beats around 70 times per minutes, or just over 4,000 times per hour. (70 x 60 = 4,200) In a f … ull day, that is about 100,000 beats.",{'doc_id': '139_7'}
"Heart rate, also known as pulse, is the number of times a person's heart beats per minute. A normal heart rate depends on the individual, age, body size, heart conditions, whether the person is sitting or moving, medication use and even air temperature. Even emotions can have an impact on heart rate. A person's target heart rate zone is between 50 percent and 85 percent of his or her maximum heart rate, according to the AHA. Most commonly, maximum heart rate is calculate by subtracting your age from 220: 1  220 - Age. 2  For a 30-year-old person, for example: 220 - 30 = 190.",{'doc_id': '139_8'}
"Unfortunately, some bacteria also damage teeth. Two strains of bacteria found in the mouth are particularly destructive: Streptococcus mutans and Lactobacilli. When these and other types of bacteria are allowed to flourish, they produce acid that causes tooth decay.",{'doc_id': '13_0'}
"Mouth Bacteria. Of all the types of microbes living in your mouth, bacteria are the most numerous. It has been estimated that there are over 100 million in every millilitre of saliva from more than 600 different species. Unless there are open wounds or cuts inside your mouth, most mouth bacteria will do you no harm.",{'doc_id': '13_1'}
"Staphylococcus. The species of Staphylococcus most often found in the mouth include Staphylococcus epidermidis and Staphylococcus aureus. These bacteria have a thick cell wall, known as gram-positive, and are oval in shape.",{'doc_id': '13_2'}
"In many cases, like in the gut, the presence of bacteria is beneficial. Bacteria in the mouth causes the formation of cavities, and can increase the chance of other disease and illness. Many different types of bacteria live in the mouth, and some types simply pass through depending on the types of food consumed.",{'doc_id': '13_3'}
"There are two types of bacteria. Aerobic bacteria live with oxygen, love the company of food particles in the mouth and feed on sugar. Anaerobic bacteria exist without oxygen and feed off dead skin cells and other bacteria.",{'doc_id': '13_4'}
"The fiber in Cocoa Pebbles comes from a little-known ingredient called polydextrose, which is synthesized from glucose and sorbitol, a low-calorie carbohydrate. Functional refers to both the synthetic variety like polydextrose as well as naturally occurring inulin, which is extracted and purified from chicory roots. Polydextrose shares with dietary fiber one fundamental property: It seems to rev up your GI tract.",{'doc_id': '140_0'}
"It is also used as a humectant, stabiliser, and thickening agent. Polydextrose is a form of soluble fiber and has shown healthful prebiotic benefits when tested in animals. It contains only 1 kcal per gram and, therefore, is able to help reduce calories. However, polydextrose is not universally well tolerated. It is frequently used to increase the non-dietary fiber content of food, to replace sugar, and to reduce calories and fat content. It is a multi-purpose food ingredient synthesized from dextrose (glucose), plus about 10 percent sorbitol and 1 percent citric acid. Its E number is E1200. The FDA approved it in 1981.",{'doc_id': '140_1'}
"Polydextrose is a synthetic polymer of glucose. It is a food ingredient classified as soluble fiber by the U.S. Food and Drug Administration (FDA) as well as Health Canada, as of April 2013. It is frequently used to increase the non-dietary fiber content of food, to replace sugar, and to reduce calories and fat content. It is a multi-purpose food ingredient synthesized from dextrose (glucose), plus about 10 percent sorbitol and 1 percent citric acid. Its E number is E1200. The FDA approved it in 1981.",{'doc_id': '140_2'}
"A review of the studies of the safety of polydextrose in food. Burdock GA(1), Flamm WG. Author information: (1)Burdock & Associates, Vero Beach, FL 32963, USA. Polydextrose (CAS no. 68424-04-4) is a water-soluble polymer of glucose that provides to foods the bulk and texture of sucrose. There are two main forms of polydextrose, an acidic form (PD-A) and a neutralized potassium salt (PD-N). ",{'doc_id': '140_3'}
"Polydextrose is a carbohydrate and a nondigestible polysaccharide, used primarily as a sugar replacement. It has been studied for its effects on impaired glucose tolerance and childhood growth promotion. It has also been investigated for its potential laxative and lipid-lowering effects. ",{'doc_id': '140_4'}
"Side Effects. Polydextrose is generally well tolerated in those who use it in moderation. However, in large quantities or in particularly sensitive people, polydextrose can cause a variety of side effects, including abdominal cramping, bloating and excessive gas. Synthesized from dextrose, sorbitol and citric acid, polydextrose is used in a wide range of commercial food products for a variety of purposes. Used as a humectant, polydextrose helps keep foods moist. As a stabilizer, thickener or bulking agent, it helps keep flavor and texture uniform in packaged food",{'doc_id': '140_5'}
"As a sugar substitute that is derived from dextrose, polydextrose is a food ingredient that can be used as a low calorie substitute in many recipes. ",{'doc_id': '140_6'}
"However, polydextrose is commonly used in food as a replacement for sugar, starch, and fat, resulting in a low calorie alternative. Foods that may contain polydextrose include cakes, dessert mixes, sweetes, breakfast cereals, puddings, and more. Polydextrose is a tasteless synthetic form of soluble dietary fibre that is synthesised by combining glucose (AKA dextrose) molecules together with a little bit of sorbitol and citric acid.",{'doc_id': '140_7'}
"Polydextrose is commonly used as a replacement for sugar, starch, and fat in commercial beverages, cakes, candies, dessert mixes, breakfast cereals, gelatins, frozen desserts, puddings, and salad dressings. Polydextrose is frequently used as an ingredient in low-carb, sugar-free, and diabetic cooking recipes. It is frequently used to increase the non-dietary fiber content of food, to replace sugar, and to reduce calories and fat content. It is a multi-purpose food ingredient synthesized from dextrose (glucose), plus about 10 percent sorbitol and 1 percent citric acid. Its E number is E1200. The FDA approved it in 1981.",{'doc_id': '140_8'}
Carrier Identification. Every person carries two copies of most genes (one copy from the mother and one from the father). A carrier is a person who has a change in one copy of a gene. The carrier does not have the genetic disease related to the abnormal gene. A carrier can pass this abnormal gene to a child.,{'doc_id': '143_0'}
"The name Antonio is an English baby name. In English the meaning of the name Antonio is: Highly praiseworthy. From a Roman clan name. In the 17th century, the spelling Anthony was associated with the Greek anthos meaning flower. Italian Meaning: The name Antonio is an Italian baby name. In Italian the meaning of the name Antonio is: beyond praise'. Shakespearean Meaning: The name Antonio is a Shakespearean baby name. In Shakespearean the meaning of the name Antonio is: Two Gentlemen of Verona' Father to Proteus. The name Antonio is a Spanish baby name. In Spanish the meaning of the name Antonio is: Beyond praise. American Meaning: The name Antonio is an American baby name. In American the meaning of the name Antonio is: Beyond praise.",{'doc_id': '149_0'}
"[A] self-insured retention (“SIR”) differs from a deductible in that a SIR is an amount that an insured retains and covers before insurance coverage begins to apply. Once a SIR is satisfied, the insurer is then liable for amounts exceeding the retention less any agreed deductible. . . . . . In contrast, a deductible is an amount that an insurer subtracts from a policy amount, reducing the amount of insurance. With a deductible, the insurer has the liability and defense risk from the beginning and then deducts the deductible amount from the insured coverage.[27].",{'doc_id': '14_0'}
"In an insurance policy, the deductible is the amount of expenses that must be paid out of pocket before an insurer will pay any expenses. In general usage, the term deductible may be used to describe one of several types of clauses (see below) that are used by insurance companies as a threshold for policy payments. ",{'doc_id': '14_1'}
"Self-Insured Retentions vs. Deductibles: Your Skin in the Game Self-insured retentions (SIR) and deductibles are the two conventional mechanisms insureds use to reduce both premiums and loss ratios in liability policies. Using either simply to reduce premiums is foolish, and could prove to be very dangerous. A self-insured retention means that the insured carries a fixed amount of risk, including adjusting and legal expenses. The insurance policy, whether a primary or umbrella contract, is excess coverage above the SIR.",{'doc_id': '14_2'}
"If you are self-employed, you may be eligible to deduct premiums that you pay for medical, dental and qualifying long-term care insurance coverage for yourself, your spouse and your dependents. The bottom line. If you qualify, the deduction for self-employed health insurance premiums is a valuable tax break. With the rising cost of health insurance, a tax deduction can help you pay at least a portion of the premium cost. And that will help to keep you healthy—and happy—in 2013 and beyond",{'doc_id': '14_3'}
"However, there are important differences in the way they operate. Insurance policies written with deductibles provide that the insurer will pay the defense and indemnity costs in connection with a covered claim, and then charge or bill back the deductible amount to the insured. Another difference between a deductible and a SIR is that the SIR does not reduce available policy limits, whereas a deductible may reduce policy limits. Thus, an excess insurance contract with limits of $750,000 sitting above a $250,000 SIR will provide the insured with $750,000 in coverage once the SIR is satisfied.",{'doc_id': '14_4'}
"1 A health insurance deductible is different from other types of deductibles. 2  Unlike auto, renters, or homeowners insurance, where you don’t get services until you pay your deductible, many health insurance plans provide some benefits before you meet the deductible. ",{'doc_id': '14_5'}
"A deductible requires the insured to pay the first level of expenses or damages, before the insurer is “on the hook.” In a business liability or workers compensation policies, deductibles range from nothing to $250,000 or more. ",{'doc_id': '14_6'}
"Average Actor Salaries. The average salary for actor jobs is $53,000. Average actor salaries can vary greatly due to company, location, industry, experience and benefits. This salary was calculated using the average salary for all jobs with the term actor anywhere in the job listing",{'doc_id': '15_0'}
"Median Wage. According to the U.S. Department of Labor, the annual median wage for actors is $19.14 per hour. This is the equivalent of $39,811.20 per year for a fulltime, 40- hour-per week actor. Rarely does an actor get a steady schedule of 40 hours per week, every single week. On average, it takes two to three months to shoot an entire feature film production. In this scenario, the average actor earns $24,350.40 for one shoot. If he shoots three productions per year, his annual entry wage is $73,051.20. An entry-level background actor can expect pay of $145 to $160 per day, which is significantly lower than the reported annual mean. Entry-level day players can expect pay of $842 per day",{'doc_id': '15_1'}
"These fields all can provide actors with varying salaries. For example, the BLS reported that actors employed at amusement parks and arcades made a low average wage of $18.66 per hour as of May 2012. Actors who worked in film, on the other hand, had a much higher hourly wage average of $44.61. Actors associated with performing arts companies earned a mean wage of $22.78 per hour in 2012, while radio and television actors averaged $31.25 per hour, per the BLS",{'doc_id': '15_2'}
"Salaries for the world's highest paid film actors currently range from $20–30 million, but an actor can earn substantially more by deferring all or part of their salary against a percentage of the film's gross, known within the industry as a profit participation deal. ",{'doc_id': '15_3'}
"According to the U.S. Bureau of Labor Statistics (BLS), the median hourly wage for actors as of May 2012 was $20.26 (www.bls.gov). The bottom ten percent of actors earned $8.92 per hour or less, while the top 25% of wage earners made an hourly wage of $44.86 or higher. Employment for this occupation was projected by the BLS to grow at a slower-than-average pace of four percent between 2012 and 2022. For example, the BLS reported that actors employed at amusement parks and arcades made a low average wage of $18.66 per hour as of May 2012. Actors who worked in film, on the other hand, had a much higher hourly wage average of $44.61.",{'doc_id': '15_4'}
"Of the 155,740 actors, directors and producers included in the survey by the Department of Labor report, the average person made $89,000 in 2013, at the rate of $42.80 an hour. ",{'doc_id': '15_5'}
"Averages. Actors averaged a mean $33.82 per hour in 2011, according to the BLS. The lowest-paid 10 percent made $8.79 hourly, and the highest-paid 10 percent earned over $90 hourly. Most worked in the motion picture and video industries to make a mean hourly $43.33. However, independent actors made the highest average pay at $45.39 per hour. Other typical employers and average salaries were performing arts companies, which offered $21.15 per hour, television broadcasting with $24.84 hourly and radio broadcasting with $24.83 per hour. On the opposite coast, the Hollywood area theater contract defined pay based on box office weekly gross and theater size. For example, actors in theaters with up to 199 seats whose productions earned $25,000 or less per week earned a minimum $343 per week.",{'doc_id': '15_6'}
"Pay Difference by Location. Hollywood is home to an above-average pay rate for Actors and Actresses, 439 percent higher than the national average. Actors and Actresses will also find cushy salaries in Los Angeles (+28 percent). Median of all compensation (including tips, bonus, and overtime) by years of experience. The average beginner in this position makes around $45K, but folks who have been around for five to 10 years see a markedly higher median salary of $49K.",{'doc_id': '15_7'}
Chemical energy is stored in coal. This energy is transferred as heat and stored in water as steam. The energy in steam is transferred to movement in a turbine and to electrical energy in the turbine. Page: 1  1. 2  2. 3  3. 4  4. 5  5. 6  Back.,{'doc_id': '168_0'}
"But getting a PSA test for prostate cancer may not be necessary for some men, especially men 75 and older. Professional organizations vary in their recommendations about who should — and who shouldn't — get a PSA screening test.",{'doc_id': '16_0'}
Men aged 71 – 75 should talk with their doctor about whether to have a PSA test. The decision whether to have a PSA test should be based on past PSA levels and health of the man. Men 76 and older. Prostate cancer screening is not recommended for men aged 76 or older.,{'doc_id': '16_1'}
"For decades, men have dutifully shown up at their doctor’s office sometime around their 50th birthday for a baseline PSA (prostate-specific antigen test). As PSA levels rise, the theory went, so do your odds of having prostate cancer.",{'doc_id': '16_2'}
"Men with a higher risk of prostate cancer, such as black men or men with a family history of the condition, may be encouraged to think about having a PSA test by their GP. If you are worried about prostate cancer, you should talk to your GP.",{'doc_id': '16_3'}
"MONDAY, April 8 (HealthDay News) -- Men have long been encouraged to get prostate cancer screenings, but there's insufficient evidence that the benefits of a PSA test outweigh the substantial risks associated with the screening.",{'doc_id': '16_4'}
"Men aged 45 – 49 should have a baseline PSA test. 1  If the PSA level is 3 ng / mL or higher, men should talk with their doctor about having a biopsy of the prostate. 2  If the PSA level is between 1 and 3 ng / mL, men should see their doctor for another PSA test every 2 - 4 years.",{'doc_id': '16_5'}
"Men aged 50 – 59 should have their PSA level checked. 1  If the PSA level is 3 ng / mL or higher, men should talk with their doctor about having a biopsy of the prostate. 2  If the PSA level is between 1 and 3 ng / mL, men should see their doctor for another PSA test every 2 - 4 years.",{'doc_id': '16_6'}
Cons of PSA screening. PSA screening may help you detect prostate cancer early. Some prostate cancers are slow growing and never spread beyond the prostate gland. Cancer is easier to treat and is more likely to be cured if it's diagnosed in the early stages of the disease.,{'doc_id': '16_7'}
"According to the ACS, men should explore the risks and benefits of the PSA test starting at age 50 if they are at average risk of prostate cancer, at age 45 if they are at high risk and at age 40 if they are at very high risk (those with several first-degree relatives who had prostate cancer at an early age).",{'doc_id': '16_8'}
"If you want a PSA test. Although there is no prostate screening programme, men aged over 50 can ask their GP for a PSA test. This is part of the UK Prostate Cancer Risk Management programme. If you ask to have the test your GP first explains all the possible benefits and risks.",{'doc_id': '16_9'}
Definition: A financial asset is an asset whose value comes from a contractual claim. These assets are frequently traded. Financial assets include the following items:,{'doc_id': '17_0'}
1 A contractual right. 2  To receive cash or another financial asset from another entity. 3  To exchange financial assets or financial liabilities with another entity under conditions that are potentially favorable to the entity. 4  A contract that will/may be settled in the entity’s own equity instruments and is.,{'doc_id': '17_1'}
"A financial asset is any asset that can be quickly converted to purchasing power. Some assets are more easily converted to purchasing power than others. These assets are called liquid, and to sell them to raise cash is to liquidate..",{'doc_id': '17_2'}
"DEFINITION of 'Financial Asset'. An asset that derives value because of a contractual claim. Stocks, bonds, bank deposits, and the like are all examples of financial assets. Next Up.",{'doc_id': '17_3'}
"From Wikipedia, the free encyclopedia. A financial asset is an intangible asset whose value is derived from a contractual claim, such as bank deposits, bonds, and stocks. Financial assets are usually more liquid than other tangible assets, such as commodities or real estate, and may be traded on financial markets.",{'doc_id': '17_4'}
"A financial asset is an intangible asset whose value is derived from a contractual claim, such as bank deposits, bonds, and stocks. Financial assets are usually more liquid than other tangible assets, such as commodities or real estate, and may be traded on financial markets.",{'doc_id': '17_5'}
1 To receive cash or another financial asset from another entity. 2  To exchange financial assets or financial liabilities with another entity under conditions that are potentially favorable to the entity. 3  A contract that will/may be settled in the entity’s own equity instruments and is.,{'doc_id': '17_6'}
"Polysaccharides are an important class of biological polymers. Their function in living organisms is usually either structure-or storage-related. Starch (a polymer of glucose) is used as a storage polysaccharide in plants, being found in the form of both amylose and the branched amylopectin. In animals, the structurally similar glucose polymer is the more densely branched glycogen, sometimes called 'animal starch'",{'doc_id': '18_0'}
"The three common polysaccharides are Starch, Glycogen and Cellulose. Starches: While Starches are basically glucose polymers they need the enzyme Amylase to be broken down into glucose or to be digested. Plants store glucose in the form of starches. Glycogen: This is a storage form of glucose which is broken down into glucose when needed by animals and humans. Cellulose: These are polysaccharides that are the components of plants and are used as building material.",{'doc_id': '18_1'}
"Plants synthesize two types of polysaccharides, starch and cellulose. The glycosidic bonds between glucose units in plant starch are similar to those in animal glycogen. Accordingly, starch molecules are structurally similar, forming compact coils, and play a similar role in energy storage for plants. ",{'doc_id': '18_2'}
"As mentioned, polysaccharides can be used for energy storage. Typically, storage takes the form of starch in both plants and animals. A starch is a chain of glucose molecules that usually takes a linear form. In plants the common storage starch is amylose; in animals the common storage starch is glycogen. Polysaccharides are long-chain monosaccharides linked together by glycosidic bonds. They're typically used for either energy (starches) or structural purposes. Linear starches such as amylose are found in plants, and glycogen is found in animals.",{'doc_id': '18_3'}
A common polysaccharide found in plants would be starch. Starch is made up of roughly 20% amylose and 80% amylopectin which both have a very similar structure except amylope … ctin is made up of much larger molecules. It is the energy storage system like batteries. Another very common polysaccharide is cellulose. This is the main structural material. All of these molecules are made up of glucose molecules bonded together. In starch the bonds are alpha while in cellulose beta. This sort of means right handed for starch and left handed for cellulose.,{'doc_id': '18_4'}
"Yes starch is a polysaccharide. The three most common types of polysaccharides are starch, glycogen, and cellulose. Starch is a glucose polymer and insoluble in water; t … hey must be digested with amylases. 5 people found this useful. Another very common polysaccharide is cellulose. This is the main structural material. All of these molecules are made up of glucose molecules bonded together. In starch the bonds are alpha while in cellulose beta. This sort of means right handed for starch and left handed for",{'doc_id': '18_5'}
"Sometimes known as glycans, there are three common and principal types of polysaccharide, cellulose, starch and glycogen, all made by joining together molecules of glucose in different ways. Polysaccharides are very large, high molecular weight biological molecules that are almost pure carbohydrate. ",{'doc_id': '18_6'}
"Examples include storage polysaccharides such as starch and glycogen, and structural polysaccharides such as cellulose and chitin. Polysaccharides are often quite heterogeneous, containing slight modifications of the repeating unit. Their function in living organisms is usually either structure-or storage-related. Starch (a polymer of glucose) is used as a storage polysaccharide in plants, being found in the form of both amylose and the branched amylopectin.",{'doc_id': '18_7'}
"Glucose is a carbohydrate, and is the most important simple sugar in human metabolism. Glucose is called a simple sugar or a monosaccharide because it is one of the smallest units which has the characteristics of this class of carbohydrates. Fructose is a carbohydrate, and is a simple sugar found in fruits. It is often called just fruit sugar. Fruct",{'doc_id': '18_8'}
"Starch or amylum is a carbohydrate consisting of a large number of glucose units joined by glycosidic bonds. This polysaccharide is produced by most green plants as an energy store. It is the most common carbohydrate in human diets and is contained in large amounts in staple foods such as potatoes, wheat, maize (corn), rice, and cassava.",{'doc_id': '18_9'}
"The United States is a federal republic, a federation of states with a republican form of government, i.e., a representative democracy, where the citizens elect their representatives for fixed terms of office. His reply was A Republic Ma'am ... if you can k … eep it!. Upon it's ratification, the Constitution of the United States of America established the United States as a Constitutional Republic. Despite popular belief and what many people may believe, the United States is not now and never was a Democracy.",{'doc_id': '192_0'}
"The incubation period of a cold ranges between 2-4 days, depending upon the severity of the viral attack. In some cases, it can be as short as 10 hours of infection and as long as 5-7 days. Read the article to know the details. Thus, the average incubation period of common cold caused due to Rhinovirus infection in 2-4 days. During this period, the victim will experience runny nose, sneezing, sore throat and congestion in nasal passages. Rhinovirus infection is common among children and adult",{'doc_id': '194_0'}
"Most of the proteins in the human body are altered through acetylation. This process involves the addition of an acetyl radical while a hydrogen atom leaves the molecule, so an acetate is formed. It has control over protein formation, drug biotransformation, as well as the regulation of deoxyribonucleic acid (DNA) and other genetic elements, as part of a process called histone acetylation.",{'doc_id': '198_0'}
"According to government sources, one-third of flood loss claims are from property outside the 100-year flood plain. The Cypress Creek Watershed is a 320 square-mile drainage collection basin, the largest in Harris County. Because of its size, it has the potential for receiving greater volumes of floodwater than other watersheds in Harris County. The only flood reduction approach identified at that time, which met the cost-benefit criterion, was the acquisition and removal of 38 homes located low in the (5-year) floodplain. 10. Erosion and sediment: Cypress Creek is one of the few unchannelized streams lef",{'doc_id': '19_0'}
"No information should be considered as being completely accurate nor warranted for any purpose. The Cypress Creek Flood Control Coalition is a participating Project Impact partner pledged to support developing a more disaster resistant community in Harris County and surrounding area. With the exception of a small Louisiana parish, Harris County has the most repetitive flood loss experience of any county in the United States. During the last four decades, record rainfalls and flooding have repeatedly occurred within the Houston metroplex.",{'doc_id': '19_1'}
"The Orange County Workforce Investment Board and the City of Cypress invite you to the 2015 Cypress Job Fair, Wednesday, October 14, 2015, 9:00 a.m.-1:00 p.m., Cypress Community Center, 5700 Orange Avenue. Free admission, free parking, free resume critique. Bring copies of your resume and dress professionally. ",{'doc_id': '19_2'}
"Store In Your Community. Community Self Storage has the perfect storage space for all your storage needs. Our properties are built with you, our customer in mind. We provide the best customer service and take the necessary steps to ensure you have a pleasant moving and storage experience. Community Self Storage is the right choice for your storage needs. We offer convenient “drive-up” units that allow for easy access, saving time and a strain on your back. Climate Control units and our extra wide covered driveway provide protection against the elements",{'doc_id': '19_3'}
"If your home is located in the Cypress Creek Watershed, rain that falls on your house will eventually end up in Cypress Creek. Mother Nature designs and builds watersheds, largely determined by the topography or lay of the land. Harris County has twenty-two major watersheds. With the exception of a small Louisiana parish, Harris County has the most repetitive flood loss experience of any county in the United States. During the last four decades, record rainfalls and flooding have repeatedly occurred within the Houston metroplex.",{'doc_id': '19_4'}
"Community Self Storage has several area facilities to serve your needs. Our Fry Road facility located right outside of the Copperfield area, serves the Cypress/Katy/Houston area. The facility on Louetta Road serves the Spring and Klein areas. The Washington Avenue facility serves the Inner Loop and Downtown areas. Our Voss Road storage facility serves the Memorial Villages, Tanglewood and Galleria area.",{'doc_id': '19_5'}
"What are the terms used for some other Frequency Floods? There are an infinite number of flood frequencies that can occur. The .2% flood is called the 500-year flood; the 2% flood is called the 50-year flood; the 10% flood is called the 10-year flood; the 50% flood is called the 2-year flood, etc. With the exception of a small Louisiana parish, Harris County has the most repetitive flood loss experience of any county in the United States. During the last four decades, record rainfalls and flooding have repeatedly occurred within the Houston metroplex.",{'doc_id': '19_6'}
"Note: The Corps of Engineers flood protection plan being developed for the Cypress Creek Watershed, as authorized by Harris County Commissioners Court in February 1994, was dropped in 1997 because it failed the cost/benefit test. The only flood reduction approach identified at that time, which met the cost-benefit criterion, was the acquisition and removal of 38 homes located low in the (5-year) floodplain. 10. Erosion and sediment: Cypress Creek is one of the few unchannelized streams left in Harris County.",{'doc_id': '19_7'}
"About Cypress Creek Preserve. Purchased to provide flood protection and serve as a public water supply, Cypress Creek’s floodplain helps filter nutrients in runoff waters. Cypress Creek Well Field serves as an important source of water for the surrounding region and is managed by Tampa Bay Water (TBW). Cypress Creek is a tributary of the Hillsborough River.",{'doc_id': '19_8'}
The biggest advantage of using fossil fuels is that they can be easily stored and transported from one place to another. Large reserves of coal are therefore taken from the coal mines to the industries which are acres away from the mines. The petroleum is also taken to too far off power stations to produce energy. Fossil fuels are the highest producers of calorific value in terms of energy. This is also one of the reasons why they are still preferred over the renewable sources of energy or the alternative source,{'doc_id': '1_0'}
"Benefits of fossil fuels. Fossil fuels are basically the remains of animals and plants and these are good energy resources. The three main fossil fuels are natural gas, oil, and coal. Fossil fuels are low in cost and are very important resources for our economy. Fossil fuels are used to generate electricity used as fuels for transportation.",{'doc_id': '1_1'}
"Fossil fuels are energy resources that come from the remains of plants and animals. These remains are millions of years old. There are three fossil fuels: petroleum oil, natural gas, and coal. Fossil fuels, like coal, oil, and natural gas, provide the energy that powers our lifestyles and our economy. Fossil fuels power everything from the planes in the sky to the cars on the road. They heat our homes and light up the night. Theyre the bedrock we base our energy mix on.",{'doc_id': '1_2'}
"Advantages of Fossil Fuels. A major advantage of fossil fuels is their capacity to generate huge amounts of electricity in just a single location. Fossil fuels are very easy to find. When coal is used in power plants, they are very cost effective. Coal is also in abundant supply. Transporting oil and gas to the power stations can be made through the use of pipes making it an easy task. Disadvantages of Fossil Fuels Pollution is a major disadvantage of fossil fuels. This is because they give off carbon dioxide when burned thereby causing a greenhouse effect. This is also the main contributory factor to the global warming experienced by the earth today.",{'doc_id': '1_3'}
"Benefits One of the biggest benefits of fossil fuels is their cost. Coal, oil and natural gas are abundant right now and relatively inexpensive to drill or mine for. In fact, coal is the most plentiful fossil fuel and it is found over much of the world. Fossil fuels, like coal, oil, and natural gas, provide the energy that powers our lifestyles and our economy. Fossil fuels power everything from the planes in the sky to the cars on the road. They heat our homes and light up the night. Theyre the bedrock we base our energy mix on.",{'doc_id': '1_4'}
"Fossil fuels also generate a lot of money and are a good source of revenue to many countries. They also help related industries provide jobs for people across the globe which is good for the overall economy. Fossil fuels are used for both residential and commercial purposes. The three main fossil fuels are natural gas, oil, and coal. Fossil fuels are low in cost and are very important resources for our economy. Fossil fuels are used to generate electricity used as fuels for transportation.",{'doc_id': '1_5'}
"1. Easily Available: Since these fossil fuels have been of such a great source of energy, more and more extractions are going on every day. The geologists all around the world are trying to find out mines of coals. The pressure is even more as the population is increasing day by day. Fossil fuels are the highest producers of calorific value in terms of energy. This is also one of the reasons why they are still preferred over the renewable sources of energy or the alternative source",{'doc_id': '1_6'}
"You have undoubtedly heard of fuels such as coal, oil and natural gas. These are the three main types of fossil fuels. You rely on fossil fuels every day for such tasks as fueling your car and heating your home. And, it's very likely that the electricity in your home comes from a power plant that uses fossil fuels. Let's review. Fossil fuels are sources of energy that formed from the accumulated remains of living organisms that were buried millions of years ago. Pressure, heat and time allow the organic matter to transform into one of the three major types of fossil fuels, which are coal, oil and natural gas.",{'doc_id': '1_7'}
